1	1	1	1	1	2	5	2026
1	1	1	1	1	3	5	2026
1	1	1	1	1	4	7	2026
1	1	2	1	1	3	6	2026
1	1	2	1	1	4	2	2026
1	1	3	1	1	4	4	2026
2	1	1	2	1	2	29	2069
2	1	1	2	1	3	27	2069
2	1	1	2	1	4	33	2069
2	1	2	2	1	3	43	2069
2	1	2	2	1	4	33	2069
2	1	3	2	1	4	43	2069
3	1	1	3	1	2	36	2194
3	1	1	3	1	3	53	2194
3	1	1	3	1	4	41	2194
3	1	2	3	1	3	40	2194
3	1	2	3	1	4	40	2194
3	1	3	3	1	4	39	2194
4	1	1	4	1	2	13	2029
4	1	1	4	1	3	11	2029
4	1	1	4	1	4	18	2029
4	1	2	4	1	3	6	2029
4	1	2	4	1	4	18	2029
4	1	3	4	1	4	15	2029
5	1	1	5	1	2	3	1262
5	1	1	5	1	3	5	1262
5	1	1	5	1	4	3	1262
5	1	2	5	1	3	4	1262
5	1	2	5	1	4	2	1262
5	1	3	5	1	4	6	1262
5	2	1	5	2	2	0	1408
5	2	1	5	2	3	3	1408
5	2	1	5	2	4	4	1408
5	2	2	5	2	3	3	1408
5	2	2	5	2	4	4	1408
5	2	3	5	2	4	3	1408
5	3	1	5	3	2	5	986
5	3	1	5	3	3	3	986
5	3	1	5	3	4	1	986
5	3	2	5	3	3	3	986
5	3	2	5	3	4	4	986
5	3	3	5	3	4	2	986
5	4	1	5	4	2	0	375
5	4	1	5	4	3	0	375
5	4	1	5	4	4	0	375
5	4	2	5	4	3	0	375
5	4	2	5	4	4	0	375
5	4	3	5	4	4	0	375
7	1	1	7	1	2	13	1822
7	1	1	7	1	3	4	1822
7	1	1	7	1	4	12	1822
7	1	2	7	1	3	15	1822
7	1	2	7	1	4	16	1822
7	1	3	7	1	4	12	1822
8	1	1	8	1	2	4	1937
8	1	1	8	1	3	3	1937
8	1	1	8	1	4	2	1937
8	1	2	8	1	3	3	1937
8	1	2	8	1	4	4	1937
8	1	3	8	1	4	5	1937
9	1	1	9	1	2	5	1874
9	1	1	9	1	3	5	1874
9	1	1	9	1	4	5	1874
9	1	2	9	1	3	0	1874
9	1	2	9	1	4	0	1874
9	1	3	9	1	4	0	1874
10	1	1	10	1	2	11	1214
10	1	1	10	1	3	34	1214
10	1	1	10	1	4	24	1214
10	1	2	10	1	3	26	1214
10	1	2	10	1	4	21	1214
10	1	3	10	1	4	29	1214
11	1	1	11	1	2	1	1193
11	1	1	11	1	3	1	1193
11	1	1	11	1	4	1	1193
11	1	2	11	1	3	0	1193
11	1	2	11	1	4	2	1193
11	1	3	11	1	4	2	1193
11	2	1	11	2	2	0	726
11	2	1	11	2	3	0	726
11	2	1	11	2	4	0	726
11	2	2	11	2	3	0	726
11	2	2	11	2	4	0	726
11	2	3	11	2	4	0	726
12	1	1	12	1	2	12	1782
12	1	1	12	1	3	15	1782
12	1	1	12	1	4	14	1782
12	1	2	12	1	3	14	1782
12	1	2	12	1	4	10	1782
12	1	3	12	1	4	7	1782
13	1	1	13	1	2	20	1328
13	1	1	13	1	3	15	1328
13	1	1	13	1	4	16	1328
13	1	2	13	1	3	14	1328
13	1	2	13	1	4	13	1328
13	1	3	13	1	4	15	1328
13	2	1	13	2	2	1	808
13	2	1	13	2	3	2	808
13	2	1	13	2	4	2	808
13	2	2	13	2	3	3	808
13	2	2	13	2	4	3	808
13	2	3	13	2	4	0	808
13	3	1	13	3	2	0	254
13	3	1	13	3	3	0	254
13	3	1	13	3	4	0	254
13	3	2	13	3	3	0	254
13	3	2	13	3	4	0	254
13	3	3	13	3	4	0	254
14	1	1	14	1	2	4	2184
14	1	1	14	1	3	6	2184
14	1	1	14	1	4	5	2184
14	1	2	14	1	3	6	2184
14	1	2	14	1	4	9	2184
14	1	3	14	1	4	3	2184
15	1	1	15	1	2	23	1929
15	1	1	15	1	3	16	1929
15	1	1	15	1	4	30	1929
15	1	2	15	1	3	21	1929
15	1	2	15	1	4	12	1929
15	1	3	15	1	4	20	1929
16	1	1	16	1	2	23	1880
16	1	1	16	1	3	16	1880
16	1	1	16	1	4	24	1880
16	1	2	16	1	3	24	1880
16	1	2	16	1	4	15	1880
16	1	3	16	1	4	22	1880
17	1	1	17	1	2	2	2193
17	1	1	17	1	3	1	2193
17	1	1	17	1	4	2	2193
17	1	2	17	1	3	1	2193
17	1	2	17	1	4	2	2193
17	1	3	17	1	4	1	2193
17	2	1	17	2	2	4	1805
17	2	1	17	2	3	5	1805
17	2	1	17	2	4	8	1805
17	2	2	17	2	3	1	1805
17	2	2	17	2	4	4	1805
17	2	3	17	2	4	5	1805
18	1	1	18	1	2	0	1375
18	1	1	18	1	3	0	1375
18	1	1	18	1	4	1	1375
18	1	2	18	1	3	0	1375
18	1	2	18	1	4	1	1375
18	1	3	18	1	4	1	1375
19	1	1	19	1	2	4	2200
19	1	1	19	1	3	5	2200
19	1	1	19	1	4	3	2200
19	1	2	19	1	3	1	2200
19	1	2	19	1	4	3	2200
19	1	3	19	1	4	4	2200
19	2	1	19	2	2	4	1823
19	2	1	19	2	3	5	1823
19	2	1	19	2	4	5	1823
19	2	2	19	2	3	1	1823
19	2	2	19	2	4	3	1823
19	2	3	19	2	4	2	1823
19	3	1	19	3	2	3	1796
19	3	1	19	3	3	2	1796
19	3	1	19	3	4	3	1796
19	3	2	19	3	3	4	1796
19	3	2	19	3	4	1	1796
19	3	3	19	3	4	3	1796
19	4	1	19	4	2	0	1638
19	4	1	19	4	3	0	1638
19	4	1	19	4	4	0	1638
19	4	2	19	4	3	0	1638
19	4	2	19	4	4	0	1638
19	4	3	19	4	4	0	1638
19	5	1	19	5	2	3	1789
19	5	1	19	5	3	3	1789
19	5	1	19	5	4	6	1789
19	5	2	19	5	3	4	1789
19	5	2	19	5	4	5	1789
19	5	3	19	5	4	3	1789
19	6	1	19	6	2	9	1702
19	6	1	19	6	3	7	1702
19	6	1	19	6	4	5	1702
19	6	2	19	6	3	5	1702
19	6	2	19	6	4	6	1702
19	6	3	19	6	4	4	1702
19	7	1	19	7	2	1	1022
19	7	1	19	7	3	1	1022
19	7	1	19	7	4	1	1022
19	7	2	19	7	3	0	1022
19	7	2	19	7	4	0	1022
19	7	3	19	7	4	0	1022
19	8	1	19	8	2	0	933
19	8	1	19	8	3	1	933
19	8	1	19	8	4	1	933
19	8	2	19	8	3	1	933
19	8	2	19	8	4	1	933
19	8	3	19	8	4	0	933
20	1	1	20	1	2	7	1761
20	1	1	20	1	3	4	1761
20	1	1	20	1	4	5	1761
20	1	2	20	1	3	3	1761
20	1	2	20	1	4	6	1761
20	1	3	20	1	4	5	1761
20	2	1	20	2	2	3	1797
20	2	1	20	2	3	2	1797
20	2	1	20	2	4	4	1797
20	2	2	20	2	3	5	1797
20	2	2	20	2	4	1	1797
20	2	3	20	2	4	4	1797
20	3	1	20	3	2	2	1461
20	3	1	20	3	3	4	1461
20	3	1	20	3	4	1	1461
20	3	2	20	3	3	4	1461
20	3	2	20	3	4	3	1461
20	3	3	20	3	4	4	1461
21	1	1	21	1	2	1	1584
21	1	1	21	1	3	4	1584
21	1	1	21	1	4	2	1584
21	1	2	21	1	3	3	1584
21	1	2	21	1	4	2	1584
21	1	3	21	1	4	5	1584
22	1	1	22	1	2	13	2006
22	1	1	22	1	3	11	2006
22	1	1	22	1	4	18	2006
22	1	2	22	1	3	11	2006
22	1	2	22	1	4	14	2006
22	1	3	22	1	4	12	2006
23	1	1	23	1	2	480	948
23	1	1	23	1	3	466	948
23	1	1	23	1	4	468	948
23	1	2	23	1	3	474	948
23	1	2	23	1	4	468	948
23	1	3	23	1	4	464	948
24	1	1	24	1	2	4	1827
24	1	1	24	1	3	5	1827
24	1	1	24	1	4	5	1827
24	1	2	24	1	3	5	1827
24	1	2	24	1	4	5	1827
24	1	3	24	1	4	2	1827
25	1	1	25	1	2	1	1538
25	1	1	25	1	3	3	1538
25	1	1	25	1	4	4	1538
25	1	2	25	1	3	2	1538
25	1	2	25	1	4	3	1538
25	1	3	25	1	4	1	1538
26	1	1	26	1	2	14	1566
26	1	1	26	1	3	16	1566
26	1	1	26	1	4	21	1566
26	1	2	26	1	3	8	1566
26	1	2	26	1	4	15	1566
26	1	3	26	1	4	13	1566
27	1	1	27	1	2	0	1391
27	1	1	27	1	3	0	1391
27	1	1	27	1	4	5	1391
27	1	2	27	1	3	0	1391
27	1	2	27	1	4	5	1391
27	1	3	27	1	4	5	1391
28	1	1	28	1	2	0	1851
28	1	1	28	1	3	2	1851
28	1	1	28	1	4	2	1851
28	1	2	28	1	3	2	1851
28	1	2	28	1	4	2	1851
28	1	3	28	1	4	4	1851
29	1	1	29	1	2	10	2136
29	1	1	29	1	3	5	2136
29	1	1	29	1	4	15	2136
29	1	2	29	1	3	11	2136
29	1	2	29	1	4	7	2136
29	1	3	29	1	4	18	2136
30	1	1	30	1	2	6	1149
30	1	1	30	1	3	8	1149
30	1	1	30	1	4	7	1149
30	1	2	30	1	3	8	1149
30	1	2	30	1	4	7	1149
30	1	3	30	1	4	1	1149
30	2	1	30	2	2	5	735
30	2	1	30	2	3	4	735
30	2	1	30	2	4	5	735
30	2	2	30	2	3	2	735
30	2	2	30	2	4	5	735
30	2	3	30	2	4	5	735
31	1	1	31	1	2	9	1828
31	1	1	31	1	3	9	1828
31	1	1	31	1	4	1	1828
31	1	2	31	1	3	0	1828
31	1	2	31	1	4	8	1828
31	1	3	31	1	4	8	1828
32	1	1	32	1	2	3	1735
32	1	1	32	1	3	1	1735
32	1	1	32	1	4	1	1735
32	1	2	32	1	3	2	1735
32	1	2	32	1	4	2	1735
32	1	3	32	1	4	0	1735
33	1	1	33	1	2	593	3565
33	1	1	33	1	3	584	3565
33	1	1	33	1	4	560	3565
33	1	2	33	1	3	562	3565
33	1	2	33	1	4	568	3565
33	1	3	33	1	4	566	3565
33	2	1	33	2	2	5	1951
33	2	1	33	2	3	3	1951
33	2	1	33	2	4	2	1951
33	2	2	33	2	3	2	1951
33	2	2	33	2	4	5	1951
33	2	3	33	2	4	3	1951
34	1	1	34	1	2	0	1087
34	1	1	34	1	3	2	1087
34	1	1	34	1	4	2	1087
34	1	2	34	1	3	2	1087
34	1	2	34	1	4	2	1087
34	1	3	34	1	4	2	1087
35	1	1	35	1	2	4	1873
35	1	1	35	1	3	1	1873
35	1	1	35	1	4	4	1873
35	1	2	35	1	3	5	1873
35	1	2	35	1	4	2	1873
35	1	3	35	1	4	3	1873
36	1	1	36	1	2	7	2229
36	1	1	36	1	3	10	2229
36	1	1	36	1	4	10	2229
36	1	2	36	1	3	11	2229
36	1	2	36	1	4	11	2229
36	1	3	36	1	4	4	2229
37	1	1	37	1	2	3	1139
37	1	1	37	1	3	3	1139
37	1	1	37	1	4	3	1139
37	1	2	37	1	3	2	1139
37	1	2	37	1	4	1	1139
37	1	3	37	1	4	1	1139
38	1	1	38	1	2	5	1555
38	1	1	38	1	3	3	1555
38	1	1	38	1	4	2	1555
38	1	2	38	1	3	4	1555
38	1	2	38	1	4	3	1555
38	1	3	38	1	4	1	1555
39	1	1	39	1	2	5	1911
39	1	1	39	1	3	5	1911
39	1	1	39	1	4	6	1911
39	1	2	39	1	3	6	1911
39	1	2	39	1	4	5	1911
39	1	3	39	1	4	5	1911
40	1	1	40	1	2	453	1003
40	1	1	40	1	3	459	1003
40	1	1	40	1	4	466	1003
40	1	2	40	1	3	462	1003
40	1	2	40	1	4	449	1003
40	1	3	40	1	4	467	1003
40	2	1	40	2	2	0	1012
40	2	1	40	2	3	2	1012
40	2	1	40	2	4	2	1012
40	2	2	40	2	3	2	1012
40	2	2	40	2	4	2	1012
40	2	3	40	2	4	0	1012
40	3	1	40	3	2	1	1969
40	3	1	40	3	3	2	1969
40	3	1	40	3	4	4	1969
40	3	2	40	3	3	1	1969
40	3	2	40	3	4	3	1969
40	3	3	40	3	4	2	1969
40	4	1	40	4	2	0	805
40	4	1	40	4	3	0	805
40	4	1	40	4	4	2	805
40	4	2	40	4	3	0	805
40	4	2	40	4	4	2	805
40	4	3	40	4	4	2	805
41	1	1	41	1	2	1	1780
41	1	1	41	1	3	1	1780
41	1	1	41	1	4	1	1780
41	1	2	41	1	3	0	1780
